TRANS_ID,TRANS_TS,SERVICE_CODE,INIT_CHANNEL,SCHEME_CODE,SCA_APPLIED,NON_SCA_REASON,FRAUD_FLAG,FRAUD_ORIGIN,AMOUNT_EUR,CURRENCY,PAYER_COUNTRY,PAYEE_COUNTRY,POS_COUNTRY,MCC
203,2025-02-28 20:42:44,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,296.01,EUR,GR,BG,,
204,2025-03-04 10:57:43,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,277.16,EUR,SE,DE,,
205,2025-02-24 06:44:58,E_MONEY,ELECTRONIC,EMONEY,Y,NA,N,,13.98,EUR,NL,SE,,
206,2025-01-07 12:40:19,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,286.55,EUR,BG,CY,,
207,2025-03-31 10:52:07,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,142.41,EUR,GB,LU,,
208,2025-01-18 12:49:52,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,55.06,EUR,SE,BG,,
209,2025-01-28 20:47:09,CARD,ELECTRONIC,VISA,Y,NA,N,,48.84,EUR,SI,LV,SI,5812
210,2025-02-05 20:05:15,MONEY_REMITTANCE,ELECTRONIC,,Y,NA,N,,382.79,EUR,MT,LV,,
211,2025-03-24 01:50:57,CARD,ELECTRONIC,VISA,Y,NA,N,,14.02,EUR,DK,NO,LV,4112
212,2025-02-23 11:34:43,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,122.22,EUR,BE,CZ,,
213,2025-01-11 20:34:34,CARD,ELECTRONIC,VISA,Y,NA,N,,22.51,EUR,PL,DE,PL,4814
214,2025-02-09 22:27:46,CARD,REMOTE_ELECTRONIC,AMEX,Y,NA,N,,49.66,EUR,GB,IT,IT,4112
215,2025-01-18 22:00:10,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,19.81,EUR,LV,NO,NO,5732
216,2025-01-04 10:51:27,E_MONEY,REMOTE_ELECTRONIC,EMONEY,Y,NA,N,,29.72,EUR,PT,SK,,
217,2025-01-21 08:49:06,CREDIT_TRANSFER,MOBILE,SEPA_SCT_INST,Y,NA,N,,16.10,EUR,CY,MT,,
218,2025-03-25 13:14:20,CREDIT_TRANSFER,PIS,SEPA_CT,Y,NA,N,,94.56,EUR,IE,LU,,
219,2025-03-08 01:25:04,CARD,MOBILE,VISA,Y,NA,N,,45.36,EUR,EE,BG,ES,5541
220,2025-03-05 06:46:57,CARD,ELECTRONIC,VISA,Y,NA,N,,46.78,EUR,MT,CZ,MT,5999
221,2025-03-26 12:54:47,CARD,PAPER,PAYCO,Y,NA,N,,29.16,EUR,BG,BE,BE,5411
222,2025-02-17 14:47:05,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,55.48,EUR,CY,DE,,
223,2025-02-03 10:59:51,DIRECT_DEBIT,PIS,SEPA_DD_B2B,Y,NA,N,,112.62,EUR,SK,CY,,
224,2025-01-14 04:06:10,CHEQUE,ELECTRONIC,,Y,NA,N,,2399.46,EUR,EE,FI,,
225,2025-01-16 02:10:51,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,37.15,EUR,HU,BE,,
226,2025-02-08 08:52:11,MONEY_REMITTANCE,ELECTRONIC,,Y,NA,N,,237.23,EUR,DE,NO,,
227,2025-01-16 00:03:53,CREDIT_TRANSFER,ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,165.83,EUR,SE,GB,,
228,2025-01-10 00:04:12,CARD,REMOTE_ELECTRONIC,AMEX,Y,NA,N,,12.48,EUR,CZ,FI,FI,5812
229,2025-02-20 15:01:24,CREDIT_TRANSFER,REMOTE_ELECTRONIC,,Y,NA,N,,149.45,EUR,HU,LU,,
230,2025-03-24 09:31:26,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,203.58,EUR,MT,GR,,
231,2025-01-03 12:50:45,CARD,ELECTRONIC,VISA,N,MIT,N,,33.19,EUR,GR,GR,CY,4111
232,2025-02-05 01:51:30,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,149.55,EUR,LT,IE,,
233,2025-01-29 18:54:51,CARD,MOBILE,MASTERCARD,Y,NA,N,,15.41,EUR,SK,IE,SK,4112
234,2025-02-15 18:36:09,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,126.48,EUR,CY,NO,,
235,2025-01-03 16:30:00,CREDIT_TRANSFER,PAPER,SEPA_CT,Y,NA,N,,718.35,EUR,FI,DK,,
236,2025-03-09 11:04:23,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,N,LVA,N,,202.34,EUR,RO,NO,,
237,2025-03-04 20:20:11,CREDIT_TRANSFER,MOBILE,,Y,NA,N,,565.45,EUR,RO,NO,,
238,2025-03-30 09:08:11,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,21.09,EUR,BG,DE,GB,5411
239,2025-01-14 15:09:21,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,36.20,EUR,BG,DE,BG,4111
240,2025-01-14 23:00:03,CREDIT_TRANSFER,PAPER,SEPA_CT,Y,NA,N,,86.16,EUR,SK,FI,,
241,2025-03-15 20:48:43,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,88.03,EUR,IE,FR,,
242,2025-02-18 05:46:04,CHEQUE,PAPER,,Y,NA,N,,368.14,EUR,MT,NO,,
243,2025-02-12 06:12:26,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,73.99,EUR,RO,SI,SI,6011
244,2025-02-07 21:40:38,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,203.31,EUR,LV,ES,,
245,2025-03-04 21:16:05,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,13.11,EUR,CZ,SI,CZ,5541
246,2025-01-20 22:42:06,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,530.23,EUR,ES,MT,,
247,2025-03-10 21:55:59,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,87.20,EUR,LV,EE,,
248,2025-03-15 21:39:09,CREDIT_TRANSFER,REMOTE_ELECTRONIC,,Y,NA,N,,145.37,EUR,IT,NO,,
249,2025-03-29 13:12:52,CREDIT_TRANSFER,PAPER,SEPA_CT,Y,NA,N,,2266.62,EUR,CZ,DE,,
250,2025-02-05 16:29:58,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,517.13,EUR,GB,DE,,
251,2025-01-13 03:36:49,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,723.98,EUR,IT,HU,,
252,2025-01-23 08:25:09,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,12.31,EUR,PL,LV,FI,5999
253,2025-02-08 09:17:53,CREDIT_TRANSFER,ELECTRONIC,,Y,NA,N,,153.95,EUR,LV,BG,,
254,2025-02-23 19:41:05,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,99.26,EUR,AT,FI,LV,4111
255,2025-01-18 16:56:36,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,89.87,EUR,DE,FR,,
256,2025-02-20 20:59:07,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,377.28,EUR,HU,DE,,
257,2025-03-30 02:18:01,CREDIT_TRANSFER,MOBILE,SEPA_SCT_INST,Y,NA,N,,159.87,EUR,SK,DE,,
258,2025-03-07 00:55:49,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,89.46,EUR,SE,MT,,
259,2025-02-05 13:57:24,CHEQUE,REMOTE_ELECTRONIC,,Y,NA,N,,426.38,EUR,GB,IE,,
260,2025-03-07 21:53:53,CARD,ELECTRONIC,VISA,Y,NA,N,,161.09,EUR,GR,SI,GR,5541
261,2025-02-08 06:09:33,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,732.39,EUR,SE,IT,,
262,2025-03-05 09:16:58,DIRECT_DEBIT,ELECTRONIC,,Y,NA,N,,197.93,EUR,SI,PT,,
263,2025-03-10 20:50:30,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,553.29,EUR,HU,IE,,
264,2025-03-13 05:43:57,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,900.82,EUR,FI,LT,,
265,2025-03-01 03:30:03,E_MONEY,ELECTRONIC,EMONEY,Y,NA,N,,39.48,EUR,GB,LT,,
266,2025-03-09 09:26:03,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,208.93,EUR,GB,BG,,
267,2025-01-24 02:31:21,CASH_WITHDRAWAL,ELECTRONIC,,Y,NA,N,,60.08,EUR,CZ,GB,,
268,2025-01-21 15:50:48,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,243.66,EUR,SE,DE,,
269,2025-02-11 16:12:01,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,768.10,EUR,HU,DE,,
270,2025-01-09 01:19:18,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,19.45,EUR,EE,PL,,
271,2025-02-21 00:14:14,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,134.10,EUR,BG,GB,,
272,2025-03-23 08:49:34,DIRECT_DEBIT,REMOTE_ELECTRONIC,,Y,NA,N,,112.40,EUR,PL,DE,,
273,2025-03-29 20:00:19,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,370.11,EUR,SI,MT,,
274,2025-01-16 09:07:50,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,28.75,EUR,IT,GR,NO,5999
275,2025-03-03 10:15:00,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,N,OTH,N,,421.82,EUR,DE,MT,,
276,2025-01-13 08:41:14,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,130.57,EUR,EE,GB,,
277,2025-02-10 13:47:07,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,51.70,EUR,IT,BG,,
278,2025-01-12 11:52:21,DIRECT_DEBIT,MOBILE,SEPA_DD_B2B,N,RECUR,N,,81.87,EUR,BE,DE,,
279,2025-01-22 03:08:44,E_MONEY,REMOTE_ELECTRONIC,EMONEY,Y,NA,N,,14.89,EUR,BG,DE,,
280,2025-01-24 19:24:49,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,35.21,EUR,GR,LV,GR,5541
281,2025-03-28 16:49:47,CREDIT_TRANSFER,ELECTRONIC,,Y,NA,N,,1135.59,EUR,CY,PL,,
282,2025-02-01 15:22:42,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,50.52,EUR,HU,LT,HU,5411
283,2025-01-10 15:20:15,CARD,MOBILE,VISA,Y,NA,N,,33.43,EUR,FI,GB,GB,4121
284,2025-03-05 23:41:01,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,1384.23,EUR,IT,PT,,
285,2025-01-07 07:54:29,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,22.40,EUR,FI,SI,SI,5541
286,2025-03-08 11:44:06,CARD,PIS,MASTERCARD,Y,NA,N,,10.00,EUR,FR,SE,BG,4121
287,2025-02-28 06:45:21,CREDIT_TRANSFER,MOBILE,SEPA_CT,Y,NA,N,,420.14,EUR,IT,CZ,,
288,2025-03-06 04:31:00,CASH_WITHDRAWAL,ELECTRONIC,,Y,NA,N,,104.44,EUR,LT,PL,,
289,2025-03-16 05:46:52,CASH_WITHDRAWAL,REMOTE_ELECTRONIC,,N,OTH,N,,137.25,EUR,NL,DE,,
290,2025-03-30 07:17:25,E_MONEY,ELECTRONIC,EMONEY,Y,NA,N,,14.18,EUR,FI,GB,,
291,2025-03-31 17:55:20,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,7.02,EUR,RO,PL,AT,6011
292,2025-03-23 10:45:07,MONEY_REMITTANCE,ELECTRONIC,,Y,NA,N,,267.62,EUR,SE,IE,,
293,2025-02-06 13:51:00,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,149.38,EUR,LT,DE,,
294,2025-02-02 04:53:03,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,65.36,EUR,RO,HU,HU,5812
295,2025-02-19 07:32:50,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,22.53,EUR,DK,HU,HU,4121
296,2025-02-26 07:58:40,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,499.13,EUR,RO,CY,,
297,2025-03-29 02:11:11,CARD,ELECTRONIC,VISA,Y,NA,N,,172.11,EUR,BG,SK,SK,5732
298,2025-02-08 15:50:36,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,12.08,EUR,MT,IE,MT,4814
299,2025-01-29 06:42:21,DIRECT_DEBIT,REMOTE_ELECTRONIC,,Y,NA,N,,66.81,EUR,FI,IE,,
300,2025-02-11 12:58:50,CARD,REMOTE_ELECTRONIC,VISA,N,OTH,N,,84.64,EUR,IT,PT,PT,4814
301,2025-03-07 02:06:10,CREDIT_TRANSFER,MOBILE,SEPA_CT,Y,NA,Y,PAYER,397.89,EUR,SE,SI,,
302,2025-03-31 23:49:27,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,22.16,EUR,CZ,RO,RO,4111
303,2025-02-19 14:40:25,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,N,MOTO,N,,183.60,EUR,SI,AT,,
304,2025-02-06 14:24:25,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,107.72,EUR,NO,MT,,
305,2025-02-08 21:56:58,CARD,REMOTE_ELECTRONIC,PAYCO,N,TRA,N,,47.16,EUR,DK,BG,DE,4814
306,2025-02-14 06:26:57,CARD,PAPER,VISA,Y,NA,N,,8.02,EUR,CZ,BG,BG,5999
307,2025-03-12 14:41:35,CARD,PAPER,VISA,Y,NA,N,,104.88,EUR,ES,BE,BG,5541
308,2025-01-09 06:20:31,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,30.47,EUR,EE,AT,NL,4112
309,2025-01-29 22:47:41,DIRECT_DEBIT,PAPER,,Y,NA,N,,113.05,EUR,SI,NL,,
310,2025-03-19 02:53:17,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,43.91,EUR,GB,RO,,
311,2025-03-17 06:58:02,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,409.08,EUR,MT,NL,,
312,2025-02-07 04:29:32,DIRECT_DEBIT,MOBILE,SEPA_DD_CORE,Y,NA,N,,361.04,EUR,LT,DE,,
313,2025-03-07 04:28:10,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,63.81,EUR,BE,EE,NL,5541
314,2025-03-08 11:24:30,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,411.24,EUR,EE,SE,,
315,2025-02-18 20:24:23,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,19.72,EUR,CY,LT,CY,4814
316,2025-01-01 16:56:08,DIRECT_DEBIT,REMOTE_ELECTRONIC,,Y,NA,N,,92.02,EUR,EE,FR,,
317,2025-03-26 07:26:51,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,166.01,EUR,FI,PL,,
318,2025-03-15 18:10:08,CARD,PAPER,VISA,Y,NA,N,,41.57,EUR,CZ,SK,SK,5732
319,2025-03-26 09:05:13,MONEY_REMITTANCE,REMOTE_ELECTRONIC,,Y,NA,N,,193.66,EUR,EE,LV,,
320,2025-01-24 19:42:32,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,133.51,EUR,PT,FR,,
321,2025-03-08 16:43:26,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,337.13,EUR,NO,DE,,
322,2025-01-12 15:42:08,E_MONEY,REMOTE_ELECTRONIC,EMONEY,Y,NA,Y,OTHER,43.65,EUR,PL,SI,,
323,2025-01-30 15:50:49,DIRECT_DEBIT,PAPER,,Y,NA,N,,137.53,EUR,SK,IE,,
324,2025-02-06 19:56:34,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,N,LVA,Y,OTHER,349.13,EUR,SI,NL,,
325,2025-02-10 13:23:06,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,345.87,EUR,NL,LU,,
326,2025-01-27 13:35:50,CARD,OTHER,MASTERCARD,Y,NA,N,,19.37,EUR,MT,GR,GR,4112
327,2025-01-30 14:50:44,CARD,MOBILE,MASTERCARD,Y,NA,N,,100.61,EUR,BE,DE,DK,4112
328,2025-01-12 04:30:59,CREDIT_TRANSFER,PIS,SEPA_CT,Y,NA,N,,451.22,EUR,PL,LU,,
329,2025-03-23 15:28:00,CARD,REMOTE_ELECTRONIC,MASTERCARD,N,TRA,N,,41.97,EUR,AT,BG,AT,4112
330,2025-03-25 00:10:05,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,143.47,EUR,PT,CZ,PT,4814
331,2025-02-14 08:14:38,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,55.98,EUR,AT,FI,FI,4814
332,2025-02-13 14:43:29,MONEY_REMITTANCE,REMOTE_ELECTRONIC,,Y,NA,N,,116.74,EUR,CY,BG,,
333,2025-02-10 13:22:33,CARD,ELECTRONIC,VISA,Y,NA,N,,38.06,EUR,MT,DE,DE,4111
334,2025-03-29 06:31:47,CASH_WITHDRAWAL,ELECTRONIC,,Y,NA,N,,92.43,EUR,AT,IT,,
335,2025-01-14 03:58:05,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,85.49,EUR,HU,NO,GB,5411
336,2025-03-15 08:31:11,DIRECT_DEBIT,MOBILE,SEPA_DD_CORE,Y,NA,N,,161.24,EUR,SE,DK,,
337,2025-01-05 16:22:25,CARD,ELECTRONIC,PAYCO,Y,NA,N,,58.79,EUR,GB,MT,RO,5541
338,2025-01-24 17:16:15,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,299.20,EUR,PT,GR,,
339,2025-02-05 14:11:36,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,67.86,EUR,NL,GB,GB,5999
340,2025-03-02 00:11:26,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,326.68,EUR,LV,DE,,
341,2025-01-07 12:06:44,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,168.61,EUR,BE,DE,,
342,2025-02-14 00:26:07,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,150.42,EUR,GR,BG,,
343,2025-02-11 21:32:31,CARD,PIS,VISA,Y,NA,N,,163.21,EUR,SE,PL,PL,5732
344,2025-02-21 02:05:10,CASH_WITHDRAWAL,ELECTRONIC,,Y,NA,N,,93.99,EUR,FI,IT,,
345,2025-02-16 23:37:33,CARD,ELECTRONIC,VISA,Y,NA,N,,126.45,EUR,EE,LU,EE,6011
346,2025-01-11 03:16:39,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,51.13,EUR,NL,DE,,
347,2025-01-22 00:02:42,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,92.38,EUR,GR,BG,,
348,2025-03-31 17:11:37,CASH_WITHDRAWAL,REMOTE_ELECTRONIC,,Y,NA,N,,212.78,EUR,PL,FI,,
349,2025-03-11 07:51:05,CARD,REMOTE_ELECTRONIC,VISA,N,MOTO,N,,26.72,EUR,EE,BE,EE,4814
350,2025-03-03 09:00:49,CREDIT_TRANSFER,MOBILE,SEPA_SCT_INST,Y,NA,N,,332.19,EUR,SI,HU,,
351,2025-03-24 12:53:24,E_MONEY,ELECTRONIC,EMONEY,Y,NA,N,,7.95,EUR,IE,NL,,
352,2025-02-06 20:47:34,CASH_WITHDRAWAL,REMOTE_ELECTRONIC,,Y,NA,N,,64.97,EUR,DK,NL,,
353,2025-02-11 00:09:03,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,52.11,EUR,MT,DE,,
354,2025-03-05 06:21:26,CARD,ELECTRONIC,VISA,Y,NA,N,,20.63,EUR,LU,HU,LU,4111
355,2025-02-02 12:53:00,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,198.08,EUR,IT,GB,,
356,2025-01-13 16:42:13,CARD,PAPER,AMEX,Y,NA,N,,84.31,EUR,LV,PT,BE,5411
357,2025-02-16 01:55:42,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,381.56,EUR,AT,GB,,
358,2025-03-30 15:44:38,CREDIT_TRANSFER,PIS,SEPA_CT,Y,NA,N,,47.74,EUR,NL,IE,,
359,2025-01-08 11:41:09,CASH_WITHDRAWAL,OTHER,,Y,NA,N,,118.18,EUR,RO,SI,,
360,2025-02-26 23:12:01,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,47.75,EUR,RO,PT,PT,5541
361,2025-02-11 23:29:17,DIRECT_DEBIT,REMOTE_ELECTRONIC,,Y,NA,N,,56.93,EUR,GB,RO,,
362,2025-02-28 00:49:40,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,145.66,EUR,LT,PT,,
363,2025-03-10 12:12:33,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,13.03,EUR,HU,GR,GR,4111
364,2025-01-05 06:06:31,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,531.19,EUR,AT,DE,,
365,2025-03-19 22:04:00,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,19.01,EUR,AT,LT,EE,5411
366,2025-01-08 19:17:33,CASH_WITHDRAWAL,REMOTE_ELECTRONIC,,Y,NA,N,,75.62,EUR,FR,PL,,
367,2025-02-19 06:12:33,CARD,ELECTRONIC,VISA,Y,NA,N,,169.71,EUR,HU,IT,BG,4121
368,2025-02-24 03:10:50,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,89.50,EUR,BE,SI,MT,5541
369,2025-01-31 18:34:13,CARD,REMOTE_ELECTRONIC,VISA,Y,NA,N,,22.59,EUR,SK,CZ,CZ,4121
370,2025-03-12 16:35:36,CARD,MOBILE,VISA,Y,NA,N,,81.59,EUR,CY,DE,DE,4111
371,2025-03-14 06:46:04,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,549.88,EUR,BG,AT,,
372,2025-02-18 02:49:03,CARD,PAPER,VISA,Y,NA,N,,48.46,EUR,SE,AT,SE,5999
373,2025-02-11 16:44:14,CARD,ELECTRONIC,VISA,Y,NA,N,,40.34,EUR,NL,DE,EE,4112
374,2025-01-11 15:36:47,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,206.81,EUR,FR,SI,,
375,2025-02-20 20:36:12,CARD,ELECTRONIC,VISA,Y,NA,N,,34.05,EUR,MT,LV,LV,4121
376,2025-02-09 05:22:39,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,53.46,EUR,NO,GB,,
377,2025-01-11 03:47:03,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_SCT_INST,Y,NA,N,,436.10,EUR,IE,NO,,
378,2025-03-10 06:13:34,DIRECT_DEBIT,PAPER,,Y,NA,N,,158.08,EUR,LT,CZ,,
379,2025-03-26 16:02:16,CARD,PAPER,MASTERCARD,Y,NA,N,,32.43,EUR,BE,DE,BE,5541
380,2025-01-03 09:55:56,E_MONEY,REMOTE_ELECTRONIC,EMONEY,Y,NA,N,,31.08,EUR,CZ,PT,,
381,2025-01-12 05:12:32,CASH_WITHDRAWAL,ELECTRONIC,,Y,NA,N,,86.44,EUR,EE,SI,,
382,2025-02-15 20:19:15,CARD,PAPER,VISA,Y,NA,N,,88.66,EUR,LT,NL,LT,4814
383,2025-02-18 16:43:39,DIRECT_DEBIT,ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,136.77,EUR,GB,LT,,
384,2025-01-17 06:41:08,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_CORE,Y,NA,N,,61.60,EUR,CY,SI,,
385,2025-03-25 18:58:10,CARD,ELECTRONIC,MASTERCARD,N,TRA,N,,151.03,EUR,FI,DE,DE,5732
386,2025-02-26 23:59:52,E_MONEY,ELECTRONIC,EMONEY,Y,NA,N,,43.66,EUR,CZ,DK,,
387,2025-02-04 19:36:39,CREDIT_TRANSFER,REMOTE_ELECTRONIC,SEPA_CT,Y,NA,N,,257.46,EUR,IE,LV,,
388,2025-01-21 06:14:02,CREDIT_TRANSFER,ELECTRONIC,SEPA_CT,Y,NA,N,,168.13,EUR,SI,CZ,,
389,2025-02-26 19:31:44,OTHER,REMOTE_ELECTRONIC,,Y,NA,N,,57.39,EUR,FI,BG,,
390,2025-02-20 19:47:36,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,27.25,EUR,PL,SI,FR,5812
391,2025-02-20 23:02:35,CREDIT_TRANSFER,OTHER,SEPA_CT,Y,NA,N,,165.45,EUR,SK,SK,,
392,2025-02-24 09:39:58,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,Y,NA,N,,222.92,EUR,FR,CY,,
393,2025-03-31 17:08:25,CARD,ELECTRONIC,MASTERCARD,Y,NA,N,,17.41,EUR,SI,AT,SI,5541
394,2025-01-16 02:07:45,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,108.02,EUR,EE,LT,BG,4112
395,2025-03-26 04:10:55,DIRECT_DEBIT,REMOTE_ELECTRONIC,SEPA_DD_B2B,N,MIT,N,,57.70,EUR,NL,FR,,
396,2025-01-17 06:00:39,MONEY_REMITTANCE,ELECTRONIC,,Y,NA,N,,582.21,EUR,SE,NL,,
397,2025-03-17 21:30:29,CREDIT_TRANSFER,MOBILE,SEPA_CT,Y,NA,N,,743.96,EUR,SI,FI,,
398,2025-01-24 04:03:41,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,31.03,EUR,GR,DE,NO,6011
399,2025-02-06 19:42:44,CREDIT_TRANSFER,OTHER,SEPA_CT,Y,NA,N,,250.09,EUR,RO,LV,,
400,2025-02-17 12:52:04,CASH_WITHDRAWAL,PAPER,,Y,NA,N,,97.73,EUR,SE,LU,,
401,2025-03-09 06:44:13,CARD,ELECTRONIC,PAYCO,Y,NA,N,,87.09,EUR,PL,DE,PL,5541
402,2025-02-10 08:33:36,CARD,REMOTE_ELECTRONIC,MASTERCARD,Y,NA,N,,39.50,EUR,PL,IE,LT,5541
403,2025-01-16 00:29:40,CARD,REMOTE_ELECTRONIC,MASTERCARD,N,LVA,N,,23.81,EUR,DK,DE,DE,5411
404,2025-02-06 08:50:04,CARD,PAPER,MASTERCARD,Y,NA,N,,18.15,EUR,LU,BE,IT,4111
